qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	HMW_gene_callers_id	genome	genome_gene_callers_id
HMW_xHP1_014-c_000001818129_split_00001-9440218	HIMB1505-00000000001_split_00039_112850	76.707	249	56	2	1640	1888	3407	3653	2.28E-33	137	9440218	HIMB1505	112850
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1564-00000000001_split_00021_55814	97.878	1791	38	0	1	1791	1594	3384	0	3097	9850999	HIMB1564	55814
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1564-00000000001_split_00021_55814	95.122	1763	86	0	2224	3986	3061	4823	0	2780	9850999	HIMB1564	55814
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1564-00000000001_split_00021_55814	75.862	986	192	38	1457	2419	2570	3532	2.20E-130	460	9850999	HIMB1564	55814
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1564-00000000001_split_00021_55814	75.051	493	113	9	1435	1922	3304	3791	4.06E-58	220	9850999	HIMB1564	55814
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1564-00000000001_split_00021_55814	82.096	229	41	0	2467	2695	3028	3256	6.85E-51	196	9850999	HIMB1564	55814
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB5-00000000001_split_00038_125575	90.824	1929	163	13	1	1922	1057	2978	0	2569	9850999	HIMB5	125575
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB5-00000000001_split_00038_125575	90.087	807	80	0	2467	3273	2491	3297	0	1048	9850999	HIMB5	125575
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB5-00000000001_split_00038_125575	85	200	24	5	2223	2419	2523	2719	1.90E-51	198	9850999	HIMB5	125575
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1758-00000000001_split_00009_109260	77.926	1803	374	22	1	1791	1720	3510	0	1103	9850999	HIMB1758	109260
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1430-00000000013_split_00011_44494	77.926	1803	374	22	1	1791	1720	3510	0	1103	9850999	HIMB1430	44494
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1559-00000000001_split_00066_54801	77.864	1798	384	13	1	1791	2263	4053	0	1103	9850999	HIMB1559	54801
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1559-00000000001_split_00066_54801	73.955	1340	329	20	1948	3277	4558	5887	2.77E-149	523	9850999	HIMB1559	54801
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1559-00000000001_split_00066_54801	77.28	647	143	4	1987	2631	4321	4965	2.28E-105	377	9850999	HIMB1559	54801
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1587-00000000002_split_00026_72740	77.864	1798	384	13	1	1791	2263	4053	0	1103	9850999	HIMB1587	72740
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1587-00000000002_split_00026_72740	73.955	1340	329	20	1948	3277	4558	5887	2.77E-149	523	9850999	HIMB1587	72740
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1587-00000000002_split_00026_72740	77.28	647	143	4	1987	2631	4321	4965	2.28E-105	377	9850999	HIMB1587	72740
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1597-00000000001_split_00025_79274	77.864	1798	384	13	1	1791	2263	4053	0	1103	9850999	HIMB1597	79274
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1597-00000000001_split_00025_79274	73.955	1340	329	20	1948	3277	4558	5887	2.77E-149	523	9850999	HIMB1597	79274
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1597-00000000001_split_00025_79274	77.28	647	143	4	1987	2631	4321	4965	2.28E-105	377	9850999	HIMB1597	79274
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1611-00000000001_split_00048_82585	77.926	1803	374	22	1	1791	1720	3510	0	1103	9850999	HIMB1611	82585
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1507-00000000001_split_00009_127853	77.071	1823	381	33	1	1803	2350	4155	0	1016	9850999	HIMB1507	127853
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1507-00000000001_split_00009_127853	78.62	1333	279	6	1948	3277	4648	5977	0	878	9850999	HIMB1507	127853
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1507-00000000001_split_00009_127853	79.889	542	105	4	2092	2631	4516	5055	2.26E-110	394	9850999	HIMB1507	127853
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1488-00000000001_split_00015_92613	78.77	1333	277	6	1948	3277	4387	5716	0	889	9850999	HIMB1488	92613
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1488-00000000001_split_00015_92613	75.497	1257	270	35	1	1237	3121	4359	1.62E-166	580	9850999	HIMB1488	92613
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1488-00000000001_split_00015_92613	78.68	591	122	4	2043	2631	4206	4794	2.93E-109	390	9850999	HIMB1488	92613
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1662-00000000001_split_00005_24052	78.245	1333	284	6	1948	3277	3610	4939	0	850	9850999	HIMB1662	24052
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1662-00000000001_split_00005_24052	75.158	1268	276	34	1	1247	2344	3593	2.11E-160	560	9850999	HIMB1662	24052
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1662-00000000001_split_00005_24052	78.511	591	123	4	2043	2631	3429	4017	1.36E-107	385	9850999	HIMB1662	24052
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1765-00000000001_split_00063_114654	75.635	1260	285	21	1	1249	2263	3511	2.67E-174	606	9850999	HIMB1765	114654
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1490-00000000005_split_00004_108996	75.579	1253	276	27	1	1237	2263	3501	7.48E-170	592	9850999	HIMB1490	108996
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1491-00000000001_split_00009_94068	75.579	1253	276	27	1	1237	2263	3501	7.48E-170	592	9850999	HIMB1491	94068
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1542-00000000002_split_00008_42065	75.552	1268	271	35	1	1247	3115	4364	9.67E-169	588	9850999	HIMB1542	42065
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB140-00000000001_split_00032_2118	75.577	1257	269	35	1	1237	2263	3501	3.48E-168	586	9850999	HIMB140	2118
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1770-00000000001_split_00027_117084	76.437	522	113	10	2219	2735	3329	3845	3.08E-74	274	9850999	HIMB1770	117084
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1493-00000000001_split_00045_98387	76.437	522	113	10	2219	2735	3329	3845	3.08E-74	274	9850999	HIMB1493	98387
HMW_xHP1_014-c_000001897467_split_00001-9850999	HIMB1518-00000000001_split_00054_23563	76.437	522	113	10	2219	2735	3329	3845	3.08E-74	274	9850999	HIMB1518	23563
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB1412-00000000001_split_00034_10700	95.061	2693	118	14	1	2685	4222	6907	0	4222	10114921	HIMB1412	10700
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB1412-00000000001_split_00034_10700	94.118	85	5	0	388	472	4405	4489	5.52E-31	130	10114921	HIMB1412	10700
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB1412-00000000001_split_00034_10700	91.765	85	7	0	184	268	4609	4693	1.20E-27	119	10114921	HIMB1412	10700
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB1427-00000000001_split_00001_32031	87.063	2574	303	16	568	3136	5167	7715	0	2881	10114921	HIMB1427	32031
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB1420-00000000001_split_00002_21725	90.033	1816	164	16	879	2685	5865	7672	0	2335	10114921	HIMB1420	21725
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB4-00000000001_split_00044_119221	84.348	345	49	4	196	537	3412	3754	3.92E-92	333	10114921	HIMB4	119221
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB4-00000000001_split_00044_119221	82.727	110	19	0	151	260	3571	3680	1.56E-21	99	10114921	HIMB4	119221
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB1505-00000000001_split_00039_112850	84.348	345	49	4	196	537	3412	3754	3.92E-92	333	10114921	HIMB1505	112850
HMW_xHP1_014-c_000001949260_split_00001-10114921	HIMB1505-00000000001_split_00039_112850	82.727	110	19	0	151	260	3571	3680	1.56E-21	99	10114921	HIMB1505	112850
HMW_xHP1_014-c_000001949642_split_00001-10116790	HIMB1412-00000000001_split_00034_10700	98.981	2061	21	0	1	2061	1	2061	0	3690	10116790	HIMB1412	10700
HMW_xHP1_014-c_000001949642_split_00001-10116790	HIMB1427-00000000001_split_00001_32031	95.276	508	24	0	617	1124	1049	1556	0	806	10116790	HIMB1427	32031
HMW_xHP1_014-c_000001949642_split_00001-10116790	HIMB1420-00000000001_split_00002_21725	94.882	508	26	0	617	1124	1049	1556	0	795	10116790	HIMB1420	21725
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB1427-00000000001_split_00001_32031	95.308	4561	206	7	1	4557	3634	8190	0	7230	10117361	HIMB1427	32031
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB1412-00000000001_split_00034_10700	88.973	2122	227	7	1534	3651	4789	6907	0	2615	10117361	HIMB1412	10700
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB1420-00000000001_split_00002_21725	97.776	1484	33	0	1	1484	3634	5117	0	2558	10117361	HIMB1420	21725
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB1420-00000000001_split_00002_21725	88.57	1811	200	7	1845	3651	5865	7672	0	2191	10117361	HIMB1420	21725
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB1420-00000000001_split_00002_21725	78.158	760	150	14	3805	4556	7822	8573	4.16E-133	470	10117361	HIMB1420	21725
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB5-00000000001_split_00038_125575	90.658	760	70	1	3798	4557	3640	4398	0	1009	10117361	HIMB5	125575
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB122-00000000001_split_00009_8659	78.207	647	139	2	38	683	1418	2063	7.11E-116	412	10117361	HIMB122	8659
HMW_xHP1_014-c_000001949749_split_00001-10117361	HIMB1488-00000000001_split_00015_92613	78.207	647	139	2	38	683	1418	2063	7.11E-116	412	10117361	HIMB1488	92613
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1412-00000000001_split_00034_10700	94.469	2043	113	0	943	2985	4405	6447	0	3147	10117363	HIMB1412	10700
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1412-00000000001_split_00034_10700	98.929	1027	11	0	1	1027	3667	4693	0	1836	10117363	HIMB1412	10700
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1412-00000000001_split_00034_10700	94.118	85	5	0	1147	1231	4405	4489	5.24E-31	130	10117363	HIMB1412	10700
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1412-00000000001_split_00034_10700	92.941	85	6	0	739	823	4609	4693	2.44E-29	124	10117363	HIMB1412	10700
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1427-00000000001_split_00001_32031	95.961	1659	67	0	1327	2985	5167	6825	0	2693	10117363	HIMB1427	32031
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1420-00000000001_split_00002_21725	91.994	1349	106	2	1638	2985	5865	7212	0	1892	10117363	HIMB1420	21725
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB4-00000000001_split_00044_119221	80.331	605	101	14	706	1299	3160	3757	5.93E-125	442	10117363	HIMB4	119221
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB4-00000000001_split_00044_119221	85.978	271	34	3	751	1019	3412	3680	2.94E-78	287	10117363	HIMB4	119221
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB4-00000000001_split_00044_119221	90.909	77	7	0	739	815	3604	3680	3.18E-23	104	10117363	HIMB4	119221
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1505-00000000001_split_00039_112850	80.331	605	101	14	706	1299	3160	3757	5.93E-125	442	10117363	HIMB1505	112850
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1505-00000000001_split_00039_112850	85.978	271	34	3	751	1019	3412	3680	2.94E-78	287	10117363	HIMB1505	112850
HMW_xHP1_014-c_000001949751_split_00001-10117363	HIMB1505-00000000001_split_00039_112850	90.909	77	7	0	739	815	3604	3680	3.18E-23	104	10117363	HIMB1505	112850
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB140-00000000001_split_00032_2118	93.434	731	45	3	10	738	3682	4411	0	1081	10187665	HIMB140	2118
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB140-00000000001_split_00032_2118	77.5	520	113	4	168	685	3288	3805	1.52E-85	309	10187665	HIMB140	2118
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1559-00000000001_split_00066_54801	93.16	731	47	3	10	738	4711	5440	0	1070	10187665	HIMB1559	54801
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1559-00000000001_split_00066_54801	81.418	705	123	8	3	703	3877	4577	6.32E-164	569	10187665	HIMB1559	54801
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1559-00000000001_split_00066_54801	79.446	686	134	7	3	685	4153	4834	1.10E-136	479	10187665	HIMB1559	54801
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1559-00000000001_split_00066_54801	82.807	285	48	1	433	716	3754	4038	7.23E-69	254	10187665	HIMB1559	54801
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1559-00000000001_split_00066_54801	82.443	131	22	1	10	140	1099	1228	1.28E-26	113	10187665	HIMB1559	54801
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1587-00000000002_split_00026_72740	93.16	731	47	3	10	738	4711	5440	0	1070	10187665	HIMB1587	72740
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1587-00000000002_split_00026_72740	81.418	705	123	8	3	703	3877	4577	6.32E-164	569	10187665	HIMB1587	72740
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1587-00000000002_split_00026_72740	79.446	686	134	7	3	685	4153	4834	1.10E-136	479	10187665	HIMB1587	72740
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1587-00000000002_split_00026_72740	82.807	285	48	1	433	716	3754	4038	7.23E-69	254	10187665	HIMB1587	72740
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1587-00000000002_split_00026_72740	82.443	131	22	1	10	140	1099	1228	1.28E-26	113	10187665	HIMB1587	72740
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1597-00000000001_split_00025_79274	93.16	731	47	3	10	738	4711	5440	0	1070	10187665	HIMB1597	79274
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1597-00000000001_split_00025_79274	81.418	705	123	8	3	703	3877	4577	6.32E-164	569	10187665	HIMB1597	79274
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1597-00000000001_split_00025_79274	79.446	686	134	7	3	685	4153	4834	1.10E-136	479	10187665	HIMB1597	79274
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1597-00000000001_split_00025_79274	82.807	285	48	1	433	716	3754	4038	7.23E-69	254	10187665	HIMB1597	79274
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1597-00000000001_split_00025_79274	82.443	131	22	1	10	140	1099	1228	1.28E-26	113	10187665	HIMB1597	79274
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1758-00000000001_split_00009_109260	92.613	731	51	3	10	738	4168	4897	0	1048	10187665	HIMB1758	109260
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1758-00000000001_split_00009_109260	81.471	707	119	11	3	703	3334	4034	6.32E-164	569	10187665	HIMB1758	109260
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1758-00000000001_split_00009_109260	83.158	285	47	1	433	716	3211	3495	1.55E-70	259	10187665	HIMB1758	109260
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1758-00000000001_split_00009_109260	83.234	167	19	8	3	165	4714	4875	4.54E-36	145	10187665	HIMB1758	109260
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1430-00000000013_split_00011_44494	92.613	731	51	3	10	738	4168	4897	0	1048	10187665	HIMB1430	44494
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1430-00000000013_split_00011_44494	81.471	707	119	11	3	703	3334	4034	6.32E-164	569	10187665	HIMB1430	44494
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1430-00000000013_split_00011_44494	83.158	285	47	1	433	716	3211	3495	1.55E-70	259	10187665	HIMB1430	44494
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1430-00000000013_split_00011_44494	83.234	167	19	8	3	165	4714	4875	4.54E-36	145	10187665	HIMB1430	44494
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1611-00000000001_split_00048_82585	92.613	731	51	3	10	738	4168	4897	0	1048	10187665	HIMB1611	82585
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1611-00000000001_split_00048_82585	81.471	707	119	11	3	703	3334	4034	6.32E-164	569	10187665	HIMB1611	82585
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1611-00000000001_split_00048_82585	83.158	285	47	1	433	716	3211	3495	1.55E-70	259	10187665	HIMB1611	82585
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1611-00000000001_split_00048_82585	83.234	167	19	8	3	165	4714	4875	4.54E-36	145	10187665	HIMB1611	82585
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB122-00000000001_split_00009_8659	91.929	731	56	3	10	738	4540	5269	0	1020	10187665	HIMB122	8659
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB122-00000000001_split_00009_8659	82.635	167	20	8	3	165	5086	5247	2.11E-34	139	10187665	HIMB122	8659
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1765-00000000001_split_00063_114654	90.561	731	66	3	10	738	3679	4408	0	965	10187665	HIMB1765	114654
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1765-00000000001_split_00063_114654	85	140	15	5	3	140	4225	4360	7.60E-34	137	10187665	HIMB1765	114654
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1506-00000000001_split_00049_122531	90.027	732	70	3	9	738	3762	4492	0	944	10187665	HIMB1506	122531
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1770-00000000001_split_00027_117084	89.891	732	71	3	9	738	3762	4492	0	939	10187665	HIMB1770	117084
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1493-00000000001_split_00045_98387	89.891	732	71	3	9	738	3762	4492	0	939	10187665	HIMB1493	98387
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1518-00000000001_split_00054_23563	89.891	732	71	3	9	738	3762	4492	0	939	10187665	HIMB1518	23563
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1521-00000000001_split_00007_32717	89.617	732	73	3	9	738	3750	4480	0	928	10187665	HIMB1521	32717
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1513-00000000001_split_00009_17062	89.617	732	73	3	9	738	3750	4480	0	928	10187665	HIMB1513	17062
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1746-00000000002_split_00003_73135	87.94	738	85	4	3	738	4486	5221	0	867	10187665	HIMB1746	73135
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB2211-00000000001_split_00048_89742	87.534	738	88	4	3	738	4516	5251	0	850	10187665	HIMB2211	89742
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1641-00000000001_split_00005_18483	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1641	18483
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1710-00000000003_split_00024_57291	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1710	57291
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1702-00000000001_split_00025_43079	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1702	43079
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1556-00000000001_split_00005_51614	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1556	51614
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1552-00000000001_split_00067_50006	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1552	50006
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1748-00000000001_split_00024_92017	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1748	92017
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1526-00000000001_split_00018_28986	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1526	28986
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1636-00000000001_split_00047_12598	92.042	578	43	3	1	577	3755	4330	0	809	10187665	HIMB1636	12598
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1488-00000000001_split_00015_92613	92.553	564	40	2	10	572	4540	5102	0	808	10187665	HIMB1488	92613
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1723-00000000001_split_00021_65759	92.105	570	43	2	9	577	3681	4249	0	802	10187665	HIMB1723	65759
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1490-00000000005_split_00004_108996	93.939	528	30	2	10	536	3682	4208	0	797	10187665	HIMB1490	108996
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1490-00000000005_split_00004_108996	77.692	520	112	4	168	685	3288	3805	3.27E-87	315	10187665	HIMB1490	108996
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1491-00000000001_split_00009_94068	93.939	528	30	2	10	536	3682	4208	0	797	10187665	HIMB1491	94068
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1491-00000000001_split_00009_94068	77.692	520	112	4	168	685	3288	3805	3.27E-87	315	10187665	HIMB1491	94068
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1662-00000000001_split_00005_24052	91.667	564	45	2	10	572	3763	4325	0	780	10187665	HIMB1662	24052
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1593-00000000001_split_00025_75593	91.504	565	46	2	9	572	3681	4244	0	776	10187665	HIMB1593	75593
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1507-00000000001_split_00009_127853	91.099	573	48	3	1	572	4793	5363	0	773	10187665	HIMB1507	127853
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1507-00000000001_split_00009_127853	76.49	302	64	7	1	299	5069	5366	5.83E-40	158	10187665	HIMB1507	127853
HMW_xHP1_014-c_000001963010_split_00001-10187665	HIMB1701-00000000001_split_00034_39781	90.394	406	37	2	168	572	4128	4532	8.30E-153	532	10187665	HIMB1701	39781
HMW_xHP1_014-c_000001963915_split_00001-10191891	HIMB1420-00000000001_split_00002_21725	97.935	3099	64	0	1	3099	1	3099	0	5369	10191891	HIMB1420	21725
HMW_xHP1_014-c_000001963915_split_00001-10191891	HIMB1427-00000000001_split_00001_32031	97.741	3099	70	0	1	3099	1	3099	0	5336	10191891	HIMB1427	32031
HMW_xHP1_014-c_000001963915_split_00001-10191891	HIMB1412-00000000001_split_00034_10700	85.866	658	79	6	1049	1693	617	1273	0	688	10191891	HIMB1412	10700
HMW_xHP1_014-c_000001978049_split_00001-10269156	HIMB1564-00000000001_split_00021_55814	73.841	604	146	11	319	916	3037	3634	4.79E-61	230	10269156	HIMB1564	55814
HMW_xHP1_014-c_000001978049_split_00001-10269156	HIMB1770-00000000001_split_00027_117084	73.101	487	119	11	548	1028	3539	4019	4.93E-41	163	10269156	HIMB1770	117084
HMW_xHP1_014-c_000001978049_split_00001-10269156	HIMB1493-00000000001_split_00045_98387	73.101	487	119	11	548	1028	3539	4019	4.93E-41	163	10269156	HIMB1493	98387
HMW_xHP1_014-c_000001978049_split_00001-10269156	HIMB1518-00000000001_split_00054_23563	73.101	487	119	11	548	1028	3539	4019	4.93E-41	163	10269156	HIMB1518	23563
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1506-00000000001_split_00049_122531	73.211	1146	263	33	997	2126	4951	6068	4.35E-105	375	10501226	HIMB1506	122531
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1577-00000000001_split_00048_64710	76.9	658	148	4	1471	2126	5077	5732	2.03E-103	370	10501226	HIMB1577	64710
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1631-00000000001_split_00064_5968	76.9	658	148	4	1471	2126	5077	5732	2.03E-103	370	10501226	HIMB1631	5968
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1488-00000000001_split_00015_92613	76.596	658	150	4	1471	2126	6190	6845	4.39E-100	359	10501226	HIMB1488	92613
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1559-00000000001_split_00066_54801	76.169	663	146	9	1470	2126	6363	7019	5.71E-94	339	10501226	HIMB1559	54801
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1587-00000000002_split_00026_72740	76.169	663	146	9	1470	2126	6363	7019	5.71E-94	339	10501226	HIMB1587	72740
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1597-00000000001_split_00025_79274	76.169	663	146	9	1470	2126	6363	7019	5.71E-94	339	10501226	HIMB1597	79274
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB2211-00000000001_split_00048_89742	75.836	658	155	4	1471	2126	6172	6827	9.56E-92	331	10501226	HIMB2211	89742
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB4-00000000001_split_00044_119221	84.868	152	23	0	67	218	3097	3248	2.22E-38	154	10501226	HIMB4	119221
HMW_xHP1_014-c_000002027465_split_00001-10501226	HIMB1505-00000000001_split_00039_112850	84.868	152	23	0	67	218	3097	3248	2.22E-38	154	10501226	HIMB1505	112850
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1641-00000000001_split_00005_18483	95.931	4153	167	2	1	4152	2881	7032	0	6732	10538844	HIMB1641	18483
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1641-00000000001_split_00005_18483	76.629	445	98	6	489	930	3921	4362	3.23E-64	241	10538844	HIMB1641	18483
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1710-00000000003_split_00024_57291	95.931	4153	167	2	1	4152	2881	7032	0	6732	10538844	HIMB1710	57291
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1710-00000000003_split_00024_57291	76.629	445	98	6	489	930	3921	4362	3.23E-64	241	10538844	HIMB1710	57291
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1702-00000000001_split_00025_43079	95.931	4153	167	2	1	4152	2881	7032	0	6732	10538844	HIMB1702	43079
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1702-00000000001_split_00025_43079	76.629	445	98	6	489	930	3921	4362	3.23E-64	241	10538844	HIMB1702	43079
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1556-00000000001_split_00005_51614	95.931	4153	167	2	1	4152	2881	7032	0	6732	10538844	HIMB1556	51614
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1556-00000000001_split_00005_51614	76.629	445	98	6	489	930	3921	4362	3.23E-64	241	10538844	HIMB1556	51614
HMW_xHP1_014-c_000002034492_split_00001-10538844	HIMB1552-00000000001_split_00067_50006	95.931	4153	167	2	1	4152	2881	7032	0	6732	10538844	HIMB1552	50006
