items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	AAI_min	AAI_max	AAI_avg	ECGs_and_EAGs!EAG	ECGs_and_EAGs!ECG	ECGs_and_EAGs!NA	EAG_ECG_ratio
GC_00003739	2	2	1	0	0.767441860465116	0.994219653179191	0.866234261732163	0.705202312138728	0.705202312138728	0.705202312138728	1	0	1	1.0
GC_00003740	2	2	1	0	0.736842105263158	0.75253164556962	0.744604236094026	0.475	0.475	0.475	1	1	0	0.5
GC_00003741	2	2	1	0	0.675	0.946297967694751	0.787950322422433	0.559055118110236	0.559055118110236	0.559055118110236	2	0	0	1.0
GC_00003742	2	2	1	0	0.805555555555556	0.997229916897509	0.891203209697384	0.742382271468144	0.742382271468144	0.742382271468144	2	0	0	1.0
GC_00003743	2	2	1	0	1.0	0.866652372784449	0.928563224111922	0.856603773584906	0.856603773584906	0.856603773584906	2	0	0	1.0
GC_00003744	2	2	1	0	0.844327176781003	0.984517045454545	0.90904899102374	0.78961038961039	0.78961038961039	0.78961038961039	1	0	1	1.0
GC_00003745	2	2	1	0	0.748748748748749	0.968489389111127	0.844559880526679	0.645348837209302	0.645348837209302	0.645348837209302	1	0	1	1.0
GC_00003746	2	2	1	0	0.743305632502308	0.991780946326399	0.849751675343528	0.667582417582418	0.667582417582418	0.667582417582418	2	0	0	1.0
GC_00003747	2	2	1	0	0.678678678678679	0.97192790510192	0.799253744516974	0.577680525164114	0.577680525164114	0.577680525164114	2	0	0	1.0
GC_00003748	2	2	1	0	0.856060606060606	0.988778125088	0.917645522863992	0.794007490636704	0.794007490636704	0.794007490636704	1	0	1	1.0
GC_00003749	2	2	1	0	1.0	0.507512187325185	0.673310891404037	0.123711340206186	0.123711340206186	0.123711340206186	2	0	0	1.0
GC_00003750	2	2	1	0	0.993612078977933	1.0	0.996795805418002	0.991289198606272	0.991289198606272	0.991289198606272	2	0	0	1.0
GC_00003751	2	2	1	0	0.718875502008032	0.897994768962511	0.798513587550863	0.580645161290323	0.580645161290323	0.580645161290323	2	0	0	1.0
GC_00003752	2	2	1	0	0.945259042033236	1.0	0.971859296482412	0.92375366568915	0.92375366568915	0.92375366568915	1	1	0	0.5
GC_00003753	2	2	1	0	0.723809523809524	0.833292322834647	0.774701951172894	0.53125	0.53125	0.53125	0	2	0	0.0
GC_00003754	2	2	1	0	0.610486891385768	0.51793721973094	0.560416744186045	0.100896860986547	0.100896860986547	0.100896860986547	1	0	1	1.0
GC_00003755	2	2	1	0	0.742544356360891	0.923663239551219	0.823259871566392	0.646137787056367	0.646137787056367	0.646137787056367	0	0	2	0.0
GC_00003756	2	2	1	0	0.758620689655172	0.971080482402169	0.851802331144156	0.661087866108787	0.661087866108787	0.661087866108787	2	0	0	1.0
GC_00003757	1	2	2	0	0.913978494623656	0.791820987654321	0.848525705191623	0.666666666666667	0.666666666666667	0.666666666666667	0	0	2	0.0
GC_00003758	2	2	1	0	0.65160848733744	0.974192384769546	0.780897632798864	0.572	0.572	0.572	1	0	1	1.0
GC_00003759	2	2	1	0	0.78476821192053	0.996699669966999	0.87812777965218	0.722772277227723	0.722772277227723	0.722772277227723	0	2	0	0.0
GC_00003760	2	2	1	0	0.904761904761905	0.993700834564551	0.947148070088635	0.873817034700315	0.873817034700315	0.873817034700315	1	1	0	0.5
GC_00003761	2	2	1	0	1.0	0.509020040329343	0.67463655448638	0.134724857685009	0.134724857685009	0.134724857685009	2	0	0	1.0
GC_00003762	2	2	1	0	0.998178506375228	1.0	0.999088422971741	0.994535519125683	0.994535519125683	0.994535519125683	0	0	2	0.0
GC_00003763	2	2	1	0	0.682682682682683	1.0	0.811421772754313	0.576576576576577	0.576576576576577	0.576576576576577	2	0	0	1.0
GC_00003764	2	2	1	0	0.79383429672447	0.930143561359508	0.856600166205442	0.670241286863271	0.670241286863271	0.670241286863271	2	0	0	1.0
GC_00003765	2	2	1	0	0.893048128342246	1.0	0.943502824858757	0.871657754010695	0.871657754010695	0.871657754010695	1	1	0	0.5
GC_00003766	2	2	1	0	0.763476347634763	0.993453408110438	0.863413209423113	0.701639344262295	0.701639344262295	0.701639344262295	2	0	0	1.0
GC_00003767	2	2	1	0	0.857549857549858	1.0	0.923312883435583	0.82051282051282	0.82051282051282	0.82051282051282	1	1	0	0.5
GC_00003768	2	2	1	0	1.0	0.977550372838335	0.988647759637372	0.977312390924956	0.977312390924956	0.977312390924956	2	0	0	1.0
GC_00003769	2	2	1	0	0.808080808080808	1.0	0.893854748603352	0.733333333333333	0.733333333333333	0.733333333333333	2	0	0	1.0
GC_00003770	2	2	1	0	0.641119221411192	0.962083024462563	0.769472374635052	0.536842105263158	0.536842105263158	0.536842105263158	1	1	0	0.5
GC_00003771	2	2	1	0	0.744131455399061	0.981166072036864	0.846365946235423	0.639032815198618	0.639032815198618	0.639032815198618	2	0	0	1.0
GC_00003772	2	2	1	0	0.801223241590214	1.0	0.889643463497453	0.738532110091743	0.738532110091743	0.738532110091743	2	0	0	1.0
GC_00003773	2	2	1	0	0.746666666666667	0.980521155830754	0.847762418752683	0.65359477124183	0.65359477124183	0.65359477124183	1	0	1	1.0
GC_00003774	2	2	1	0	0.670850767085077	0.778829281757064	0.720818668246623	0.442006269592476	0.442006269592476	0.442006269592476	1	0	1	1.0
GC_00003775	2	2	1	0	0.949508489722967	0.997327992898513	0.972830953959088	0.937165775401069	0.937165775401069	0.937165775401069	0	2	0	0.0
GC_00003776	2	2	1	0	0.609831029185868	0.964861111111112	0.747323529917841	0.493333333333333	0.493333333333333	0.493333333333333	1	0	1	1.0
GC_00003777	2	2	1	0	0.650717703349282	0.988202077241097	0.784712703773308	0.524822695035461	0.524822695035461	0.524822695035461	2	0	0	1.0
GC_00003778	2	2	1	0	0.672480620155039	0.988538967510463	0.800440046409291	0.580459770114943	0.580459770114943	0.580459770114943	0	2	0	0.0
GC_00003779	2	2	1	0	0.948131197559115	1.0	0.97337509788567	0.940503432494279	0.940503432494279	0.940503432494279	0	2	0	0.0
GC_00003780	2	2	1	0	0.71947194719472	0.985389765662365	0.831692433585997	0.614634146341463	0.614634146341463	0.614634146341463	0	2	0	0.0
GC_00003781	2	2	1	0	0.672727272727273	0.996978851963747	0.803368753495411	0.59214501510574	0.59214501510574	0.59214501510574	2	0	0	1.0
GC_00003782	2	2	1	0	0.874587458745875	1.0	0.933098591549296	0.841584158415842	0.841584158415842	0.841584158415842	0	2	0	0.0
GC_00003783	2	2	1	0	0.903439153439153	1.0	0.949270326615705	0.884920634920635	0.884920634920635	0.884920634920635	1	1	0	0.5
GC_00003784	2	2	1	0	0.99702380952381	1.0	0.998509687034277	0.99702380952381	0.99702380952381	0.99702380952381	2	0	0	1.0
GC_00003785	2	2	1	0	0.666666666666667	0.916650844883237	0.771924214565513	0.521739130434783	0.521739130434783	0.521739130434783	1	0	1	1.0
GC_00003786	2	2	1	0	0.66812865497076	0.995633187772927	0.799646975307458	0.580786026200873	0.580786026200873	0.580786026200873	2	0	0	1.0
GC_00003787	2	2	1	0	0.966666666666667	1.0	0.983050847457627	0.95	0.95	0.95	0	2	0	0.0
GC_00003788	2	2	1	0	0.99468791500664	1.0	0.997336884154461	0.99203187250996	0.99203187250996	0.99203187250996	0	2	0	0.0
GC_00003789	2	2	1	0	0.650862068965517	0.995708154506441	0.787174042491041	0.562231759656652	0.562231759656652	0.562231759656652	1	1	0	0.5
GC_00003790	2	2	1	0	0.741496598639456	0.986622528568838	0.846674557970649	0.63758389261745	0.63758389261745	0.63758389261745	0	2	0	0.0
GC_00003791	2	2	1	0	0.650431253170979	0.998480243161098	0.787723000622399	0.547112462006079	0.547112462006079	0.547112462006079	2	0	0	1.0
GC_00003792	2	2	1	0	0.670940170940171	0.957850488525335	0.789125805420822	0.576687116564417	0.576687116564417	0.576687116564417	2	0	0	1.0
GC_00003793	1	2	2	0	0.670940170940171	0.510189608155342	0.579625895419852	0.0961538461538462	0.0961538461538462	0.0961538461538462	0	0	2	0.0
GC_00003794	2	2	1	0	0.93483709273183	1.0	0.966321243523316	0.909774436090226	0.909774436090226	0.909774436090226	2	0	0	1.0
GC_00003795	2	2	1	0	0.704861111111111	0.984681299848393	0.821599446807976	0.6	0.6	0.6	2	0	0	1.0
GC_00003796	2	2	1	0	0.996415770609319	0.679741379310347	0.808164115534182	0.597849462365591	0.597849462365591	0.597849462365591	2	0	0	1.0
GC_00003797	2	2	1	0	0.9957805907173	1.0	0.997885835095137	0.9957805907173	0.9957805907173	0.9957805907173	0	2	0	0.0
GC_00003798	2	2	1	0	0.637931034482759	0.994293900941467	0.777210203130038	0.542857142857143	0.542857142857143	0.542857142857143	2	0	0	1.0
GC_00003799	2	2	1	0	0.898989898989899	1.0	0.946808510638298	0.868686868686869	0.868686868686869	0.868686868686869	1	1	0	0.5
GC_00003800	2	2	1	0	0.799310938845823	0.987310141447882	0.883419326903919	0.729591836734694	0.729591836734694	0.729591836734694	2	0	0	1.0
GC_00003801	2	2	1	0	0.768817204301075	0.994652406417113	0.867274239040058	0.700534759358289	0.700534759358289	0.700534759358289	0	1	1	0.0
GC_00003802	2	2	1	0	0.91358024691358	1.0	0.954838709677419	0.888888888888889	0.888888888888889	0.888888888888889	0	2	0	0.0
GC_00003803	2	2	1	0	0.864019253910951	1.0	0.927049709489994	0.815884476534296	0.815884476534296	0.815884476534296	1	1	0	0.5
GC_00003804	2	2	1	0	0.664335664335664	0.973129251700684	0.789616267905054	0.578231292517007	0.578231292517007	0.578231292517007	2	0	0	1.0
GC_00003805	2	2	1	0	0.87037037037037	0.995744680851065	0.928845910223386	0.821276595744681	0.821276595744681	0.821276595744681	1	0	1	1.0
GC_00003806	2	2	1	0	0.818499127399651	0.989664291882555	0.895980253428674	0.740932642487047	0.740932642487047	0.740932642487047	1	0	1	1.0
GC_00003807	2	2	1	0	1.0	0.919326241134752	0.95796766743649	0.916666666666667	0.916666666666667	0.916666666666667	0	0	2	0.0
GC_00003808	2	2	1	0	1.0	0.871329672952972	0.931241229748692	0.861971830985915	0.861971830985915	0.861971830985915	2	0	0	1.0
GC_00003809	2	2	1	0	0.977011494252874	1.0	0.988372093023256	0.977011494252874	0.977011494252874	0.977011494252874	0	2	0	0.0
GC_00003810	2	2	1	0	0.714285714285714	1.0	0.833333333333333	0.595238095238095	0.595238095238095	0.595238095238095	1	1	0	0.5
GC_00003811	2	2	1	0	0.964646464646465	0.92294291074779	0.943333997880144	0.878048780487805	0.878048780487805	0.878048780487805	2	0	0	1.0
GC_00003812	2	2	1	0	0.709055876685935	0.737099601593624	0.722805828367214	0.414342629482072	0.414342629482072	0.414342629482072	1	0	1	1.0
GC_00003813	2	2	1	0	0.689282202556539	0.991253794309823	0.813137713096822	0.616959064327485	0.616959064327485	0.616959064327485	1	1	0	0.5
GC_00003814	2	2	1	0	0.994032395566922	0.931201221581271	0.96159154172096	0.921615201900237	0.921615201900237	0.921615201900237	2	0	0	1.0
GC_00003815	2	2	1	0	0.959349593495935	1.0	0.979253112033195	0.926829268292683	0.926829268292683	0.926829268292683	2	0	0	1.0
GC_00003816	2	2	1	0	0.998964803312629	1.0	0.999482133609529	0.996894409937888	0.996894409937888	0.996894409937888	2	0	0	1.0
GC_00003817	2	2	1	0	0.878260869565217	0.909636295463066	0.893673282186604	0.779527559055118	0.779527559055118	0.779527559055118	0	2	0	0.0
GC_00003818	2	2	1	0	0.978616352201258	1.0	0.989192625556262	0.966037735849057	0.966037735849057	0.966037735849057	1	1	0	0.5
GC_00003819	2	2	1	0	0.673647469458988	0.929339332228275	0.781100741148114	0.533980582524272	0.533980582524272	0.533980582524272	2	0	0	1.0
GC_00003820	2	2	1	0	0.603271983640082	0.987906419821317	0.749100495883943	0.515151515151515	0.515151515151515	0.515151515151515	2	0	0	1.0
GC_00003821	2	2	1	0	0.813874788494078	0.980273197603003	0.889357675674349	0.761194029850746	0.761194029850746	0.761194029850746	2	0	0	1.0
GC_00003822	2	2	1	0	0.680143755615454	0.989354723707667	0.806114465814001	0.584	0.584	0.584	2	0	0	1.0
GC_00003823	2	2	1	0	0.714611872146119	0.75501695495438	0.734258977141192	0.455882352941176	0.455882352941176	0.455882352941176	2	0	0	1.0
GC_00003824	2	2	1	0	0.97984496124031	1.0	0.98981989036805	0.970542635658915	0.970542635658915	0.970542635658915	0	2	0	0.0
GC_00003825	2	2	1	0	0.726164874551971	0.955801455116993	0.825307179470383	0.634496919917864	0.634496919917864	0.634496919917864	2	0	0	1.0
GC_00003826	2	2	1	0	0.998945147679325	1.0	0.999472295514512	0.996835443037975	0.996835443037975	0.996835443037975	0	0	2	0.0
GC_00003827	2	2	1	0	0.943283582089552	0.997023809523812	0.969409480725822	0.928571428571429	0.928571428571429	0.928571428571429	0	1	1	0.0
GC_00003828	2	2	1	0	0.995255041518387	1.0	0.997621878715815	0.99288256227758	0.99288256227758	0.99288256227758	0	0	2	0.0
GC_00003829	2	2	1	0	0.993788819875776	1.0	0.996884735202492	0.993788819875776	0.993788819875776	0.993788819875776	2	0	0	1.0
GC_00003830	2	2	1	0	0.88735632183908	0.986441151803186	0.934278975703105	0.829931972789116	0.829931972789116	0.829931972789116	1	1	0	0.5
GC_00003831	2	2	1	0	0.671033478893741	0.978705843512712	0.796179587970279	0.576923076923077	0.576923076923077	0.576923076923077	0	0	2	0.0
GC_00003832	2	2	1	0	0.714936247723133	0.983914442222412	0.82813175232679	0.626344086021505	0.626344086021505	0.626344086021505	2	0	0	1.0
GC_00003833	2	2	1	0	0.831649831649832	1.0	0.908088235294118	0.777777777777778	0.777777777777778	0.777777777777778	1	1	0	0.5
GC_00003834	2	2	1	0	0.919540229885057	1.0	0.958083832335329	0.884012539184953	0.884012539184953	0.884012539184953	1	1	0	0.5
GC_00003835	2	2	1	0	0.625	0.968838763575607	0.759831221417059	0.510526315789474	0.510526315789474	0.510526315789474	2	0	0	1.0
GC_00003836	2	2	1	0	0.824387011265739	0.998015873015868	0.902930224537752	0.777777777777778	0.777777777777778	0.777777777777778	1	0	1	1.0
GC_00003837	2	2	1	0	0.852140077821012	0.998058252427184	0.919345156666653	0.803883495145631	0.803883495145631	0.803883495145631	1	1	0	0.5
GC_00003838	2	2	1	0	0.997619047619048	1.0	0.99880810488677	0.992857142857143	0.992857142857143	0.992857142857143	0	0	2	0.0
GC_00003839	2	2	1	0	0.923497267759563	1.0	0.960227272727273	0.901639344262295	0.901639344262295	0.901639344262295	0	2	0	0.0
GC_00003840	2	2	1	0	0.996699669966997	1.0	0.998347107438017	0.99009900990099	0.99009900990099	0.99009900990099	0	2	0	0.0
GC_00003841	2	2	1	0	0.711974110032362	0.971967654986522	0.821899926131366	0.622641509433962	0.622641509433962	0.622641509433962	2	0	0	1.0
GC_00003842	2	2	1	0	0.748062015503876	0.964199162811193	0.842489192903923	0.672268907563025	0.672268907563025	0.672268907563025	0	1	1	0.0
GC_00003843	2	2	1	0	0.684133915574964	0.929643527204504	0.788213603060321	0.558704453441296	0.558704453441296	0.558704453441296	2	0	0	1.0
GC_00003844	2	2	1	0	0.895209580838323	1.0	0.944707740916272	0.853293413173653	0.853293413173653	0.853293413173653	1	1	0	0.5
GC_00003845	2	2	1	0	0.770833333333333	0.948588358313001	0.850522626010938	0.638157894736842	0.638157894736842	0.638157894736842	1	1	0	0.5
GC_00003846	2	2	1	0	0.818471337579618	1.0	0.900175131348511	0.773885350318471	0.773885350318471	0.773885350318471	2	0	0	1.0
GC_00003847	2	2	1	0	0.668817204301075	0.984167424931755	0.796411647230545	0.59047619047619	0.59047619047619	0.59047619047619	2	0	0	1.0
GC_00003848	2	2	1	0	0.911375661375661	1.0	0.95363321799308	0.869047619047619	0.869047619047619	0.869047619047619	1	1	0	0.5
GC_00003849	2	2	1	0	0.688405797101449	0.978723404255319	0.808286322019791	0.574468085106383	0.574468085106383	0.574468085106383	2	0	0	1.0
GC_00003850	2	2	1	0	0.775510204081633	1.0	0.873563218390805	0.711370262390671	0.711370262390671	0.711370262390671	2	0	0	1.0
GC_00003851	2	2	1	0	0.843137254901961	0.982759779540262	0.907610196105888	0.774566473988439	0.774566473988439	0.774566473988439	1	1	0	0.5
GC_00003852	2	2	1	0	0.667217630853994	0.985400470798283	0.795678768024022	0.5814332247557	0.5814332247557	0.5814332247557	2	0	0	1.0
GC_00003853	2	2	1	0	0.963906581740977	1.0	0.981621621621622	0.955414012738854	0.955414012738854	0.955414012738854	0	2	0	0.0
GC_00003854	2	2	1	0	0.784804567413263	0.967147081762646	0.866486752057073	0.696815286624204	0.696815286624204	0.696815286624204	0	2	0	0.0
GC_00003855	2	2	1	0	0.917695473251029	1.0	0.957081545064378	0.876543209876543	0.876543209876543	0.876543209876543	1	1	0	0.5
GC_00003856	2	2	1	0	0.874049945711184	1.0	0.93279258400927	0.820846905537459	0.820846905537459	0.820846905537459	0	2	0	0.0
GC_00003857	2	2	1	0	0.759259259259259	0.96054054054054	0.848121158502514	0.586666666666667	0.586666666666667	0.586666666666667	2	0	0	1.0
GC_00003858	2	2	1	0	0.733709273182957	0.979867892601575	0.839108005931981	0.65377532228361	0.65377532228361	0.65377532228361	1	0	1	1.0
GC_00003859	2	2	1	0	0.696517412935323	0.957913669064749	0.806565541292621	0.6	0.6	0.6	1	1	0	0.5
GC_00003860	2	2	1	0	0.991919191919192	1.0	0.995943204868154	0.987878787878788	0.987878787878788	0.987878787878788	2	0	0	1.0
GC_00003861	2	2	1	0	0.695147679324895	0.978530084802798	0.812848126658101	0.628482972136223	0.628482972136223	0.628482972136223	2	0	0	1.0
GC_00003862	2	2	1	0	0.994565217391304	1.0	0.997275204359673	0.994565217391304	0.994565217391304	0.994565217391304	0	0	2	0.0
GC_00003863	2	2	1	0	0.624293785310734	0.99159663865546	0.766199997061891	0.554621848739496	0.554621848739496	0.554621848739496	2	0	0	1.0
GC_00003864	2	2	1	0	0.656387665198238	0.995614035087717	0.791172033075636	0.557017543859649	0.557017543859649	0.557017543859649	2	0	0	1.0
GC_00003865	2	2	1	0	0.950099800399202	1.0	0.974411463664278	0.946107784431138	0.946107784431138	0.946107784431138	0	2	0	0.0
GC_00003866	2	2	1	0	1.0	0.746797892752548	0.855047851673061	0.702868852459016	0.702868852459016	0.702868852459016	2	0	0	1.0
GC_00003867	1	2	2	0	0.646017699115044	0.966105425332894	0.774284785710575	0.52991452991453	0.52991452991453	0.52991452991453	2	0	0	1.0
GC_00003868	2	2	1	0	0.720164609053498	1.0	0.837320574162679	0.613168724279835	0.613168724279835	0.613168724279835	1	0	1	1.0
GC_00003869	2	2	1	0	0.925595238095238	1.0	0.961360123647604	0.910714285714286	0.910714285714286	0.910714285714286	0	0	2	0.0
GC_00003870	2	2	1	0	0.760964912280702	0.96856116282868	0.85230407441392	0.694267515923567	0.694267515923567	0.694267515923567	2	0	0	1.0
GC_00003871	2	2	1	0	0.667828106852497	0.95405315614618	0.785684535164733	0.528239202657807	0.528239202657807	0.528239202657807	2	0	0	1.0
GC_00003872	2	2	1	0	0.92	1.0	0.958333333333333	0.885714285714286	0.885714285714286	0.885714285714286	1	1	0	0.5
GC_00003873	2	2	1	0	1.0	0.81121212121212	0.895767107244437	0.79	0.79	0.79	0	0	2	0.0
GC_00003874	2	2	1	0	0.684771033013845	0.984336249826398	0.807671211498886	0.594339622641509	0.594339622641509	0.594339622641509	2	0	0	1.0
GC_00003875	2	2	1	0	0.961474036850921	1.0	0.980358667805295	0.944723618090452	0.944723618090452	0.944723618090452	0	2	0	0.0
GC_00003876	2	2	1	0	0.994671403197158	1.0	0.997328584149599	0.994671403197158	0.994671403197158	0.994671403197158	2	0	0	1.0
GC_00003877	2	2	1	0	0.78	0.997782705099776	0.875551897029109	0.720620842572062	0.720620842572062	0.720620842572062	2	0	0	1.0
GC_00003878	2	2	1	0	0.960215053763441	1.0	0.97970378496983	0.945161290322581	0.945161290322581	0.945161290322581	0	2	0	0.0
GC_00003879	2	2	1	0	0.888127853881279	0.986532450818166	0.934747427182385	0.844594594594595	0.844594594594595	0.844594594594595	0	2	0	0.0
GC_00003880	2	2	1	0	0.725806451612903	1.0	0.841121495327103	0.629032258064516	0.629032258064516	0.629032258064516	0	2	0	0.0
GC_00003881	2	2	1	0	0.801864801864802	0.995365024550805	0.888198233151306	0.737819025522042	0.737819025522042	0.737819025522042	2	0	0	1.0
GC_00003882	2	2	1	0	0.638364779874214	0.986127825662707	0.775022638098064	0.558139534883721	0.558139534883721	0.558139534883721	2	0	0	1.0
GC_00003883	2	2	1	0	0.990112994350282	1.0	0.995031937544358	0.98728813559322	0.98728813559322	0.98728813559322	2	0	0	1.0
GC_00003884	2	2	1	0	0.707231040564374	0.997361477572561	0.827605410791554	0.622691292875989	0.622691292875989	0.622691292875989	2	0	0	1.0
GC_00003885	2	2	1	0	0.665674603174603	0.965765676239689	0.78812040060861	0.566091954022989	0.566091954022989	0.566091954022989	1	0	1	1.0
GC_00003886	2	2	1	0	0.634502923976608	0.987031808770936	0.772446690256105	0.562770562770563	0.562770562770563	0.562770562770563	2	0	0	1.0
GC_00003887	2	2	1	0	0.775067750677507	1.0	0.873282442748092	0.715447154471545	0.715447154471545	0.715447154471545	1	0	1	1.0
GC_00003888	2	2	1	0	0.726998491704374	0.986667200512491	0.837159277733831	0.607142857142857	0.607142857142857	0.607142857142857	2	0	0	1.0
GC_00003889	2	2	1	0	0.99625468164794	1.0	0.99812382739212	0.99438202247191	0.99438202247191	0.99438202247191	2	0	0	1.0
GC_00003890	2	2	1	0	0.698412698412698	0.997032640949556	0.821424602733637	0.551928783382789	0.551928783382789	0.551928783382789	2	0	0	1.0
GC_00003891	2	2	1	0	0.706192358366271	0.996062992125986	0.826447187594273	0.606299212598425	0.606299212598425	0.606299212598425	1	1	0	0.5
GC_00003892	2	2	1	0	0.874564459930314	0.993091599384849	0.930066983099462	0.806228373702422	0.806228373702422	0.806228373702422	2	0	0	1.0
GC_00003893	2	2	1	0	0.976401179941003	1.0	0.988059701492537	0.971681415929204	0.971681415929204	0.971681415929204	2	0	0	1.0
GC_00003894	2	2	1	0	0.63859649122807	0.992173936817357	0.777054555126941	0.532637075718016	0.532637075718016	0.532637075718016	2	0	0	1.0
GC_00003895	2	2	1	0	0.990953375086987	1.0	0.995456134218805	0.989561586638831	0.989561586638831	0.989561586638831	2	0	0	1.0
GC_00003896	2	2	1	0	0.99250936329588	1.0	0.996240601503759	0.98876404494382	0.98876404494382	0.98876404494382	0	0	2	0.0
GC_00003897	2	2	1	0	0.722826086956522	1.0	0.839116719242902	0.625	0.625	0.625	1	1	0	0.5
GC_00003898	2	2	1	0	0.657777777777778	0.82128687252027	0.730494442978653	0.470588235294118	0.470588235294118	0.470588235294118	2	0	0	1.0
GC_00003899	2	2	1	0	0.742985409652076	1.0	0.852543464262717	0.65993265993266	0.65993265993266	0.65993265993266	2	0	0	1.0
GC_00003900	2	2	1	0	0.818316100443131	0.99852507374631	0.899483296779987	0.784660766961652	0.784660766961652	0.784660766961652	1	0	1	1.0
GC_00003901	2	2	1	0	0.854364540931705	0.984096442315247	0.914653193984321	0.791722296395194	0.791722296395194	0.791722296395194	2	0	0	1.0
GC_00003902	2	2	1	0	0.856227106227106	0.997260273972605	0.921378033279957	0.797260273972603	0.797260273972603	0.797260273972603	1	1	0	0.5
GC_00003903	2	2	1	0	0.965656565656566	1.0	0.982528263103803	0.957575757575758	0.957575757575758	0.957575757575758	0	2	0	0.0
GC_00003904	2	2	1	0	0.87843137254902	1.0	0.935281837160752	0.8	0.8	0.8	1	1	0	0.5
GC_00003905	2	2	1	0	0.999068901303538	1.0	0.999534233814625	0.997206703910615	0.997206703910615	0.997206703910615	2	0	0	1.0
GC_00003906	2	2	1	0	0.831794871794872	0.993883792048931	0.905643975315769	0.767584097859327	0.767584097859327	0.767584097859327	2	0	0	1.0
GC_00003907	2	2	1	0	0.635555555555556	0.98686142669449	0.773173936369091	0.565789473684211	0.565789473684211	0.565789473684211	2	0	0	1.0
GC_00003908	2	2	1	0	0.671902268760908	1.0	0.803757828810021	0.591623036649215	0.591623036649215	0.591623036649215	1	1	0	0.5
GC_00003909	2	2	1	0	0.684444444444444	0.991208919730225	0.809746756576097	0.616740088105727	0.616740088105727	0.616740088105727	2	0	0	1.0
GC_00003910	2	2	1	0	0.628571428571429	0.98475309856384	0.767344265265131	0.547314578005115	0.547314578005115	0.547314578005115	1	1	0	0.5
GC_00003911	2	2	1	0	0.913078149920255	1.0	0.954564401834098	0.87799043062201	0.87799043062201	0.87799043062201	0	1	1	0.0
GC_00003912	2	2	1	0	0.994832041343669	1.0	0.99740932642487	0.994832041343669	0.994832041343669	0.994832041343669	0	2	0	0.0
GC_00003913	2	2	1	0	0.893217893217893	1.0	0.94359756097561	0.852813852813853	0.852813852813853	0.852813852813853	2	0	0	1.0
GC_00003914	2	2	1	0	0.659021406727829	0.99543378995434	0.793025012554809	0.589041095890411	0.589041095890411	0.589041095890411	1	0	1	1.0
GC_00003915	2	2	1	0	0.789590254706534	0.993399339933992	0.879846343693244	0.735973597359736	0.735973597359736	0.735973597359736	2	0	0	1.0
GC_00003916	2	2	1	0	0.982316534040672	1.0	0.991079393398751	0.973474801061008	0.973474801061008	0.973474801061008	0	2	0	0.0
GC_00003917	2	2	1	0	0.726436781609195	1.0	0.841544607190413	0.63448275862069	0.63448275862069	0.63448275862069	2	0	0	1.0
GC_00003918	2	2	1	0	0.766835016835017	1.0	0.868032396379228	0.702020202020202	0.702020202020202	0.702020202020202	2	0	0	1.0
GC_00003919	2	2	1	0	0.997849462365591	1.0	0.998923573735199	0.993548387096774	0.993548387096774	0.993548387096774	2	0	0	1.0
GC_00003920	2	2	1	0	0.740740740740741	0.994736842105261	0.849151971245647	0.657894736842105	0.657894736842105	0.657894736842105	1	0	1	1.0
GC_00003921	2	2	1	0	0.777777777777778	0.993985003457944	0.872689566934864	0.710843373493976	0.710843373493976	0.710843373493976	2	0	0	1.0
GC_00003922	2	2	1	0	0.994100294985251	1.0	0.997041420118343	0.991150442477876	0.991150442477876	0.991150442477876	0	2	0	0.0
GC_00003923	2	2	1	0	0.833001328021248	0.987254082177772	0.903591833256593	0.781710914454277	0.781710914454277	0.781710914454277	0	0	2	0.0
GC_00003924	2	2	1	0	0.75	0.960714285714286	0.842379958246347	0.64	0.64	0.64	1	0	1	1.0
GC_00003925	2	2	1	0	0.795630725863284	1.0	0.8861852433281	0.72938689217759	0.72938689217759	0.72938689217759	0	1	1	0.0
GC_00003926	2	2	1	0	0.767857142857143	0.982584761022793	0.862050577675934	0.678362573099415	0.678362573099415	0.678362573099415	2	0	0	1.0
GC_00003927	2	2	1	0	0.63968253968254	1.0	0.780251694094869	0.557142857142857	0.557142857142857	0.557142857142857	2	0	0	1.0
GC_00003928	2	2	1	0	0.623323013415893	0.964590222539996	0.757284807016797	0.507462686567164	0.507462686567164	0.507462686567164	1	0	1	1.0
GC_00003929	2	2	1	0	0.746913580246914	0.904410739191071	0.818151413712441	0.591666666666667	0.591666666666667	0.591666666666667	2	0	0	1.0
GC_00003930	2	2	1	0	0.766478342749529	0.994382022471909	0.865681685723384	0.702247191011236	0.702247191011236	0.702247191011236	1	0	1	1.0
GC_00003931	2	2	1	0	0.59009009009009	0.967750257997936	0.733142953483757	0.457516339869281	0.457516339869281	0.457516339869281	1	1	0	0.5
GC_00003932	2	2	1	0	0.95	1.0	0.974358974358974	0.929166666666667	0.929166666666667	0.929166666666667	0	2	0	0.0
GC_00003933	2	2	1	0	0.996581196581197	1.0	0.998287671232877	0.994871794871795	0.994871794871795	0.994871794871795	0	0	2	0.0
GC_00003934	2	2	1	0	1.0	0.976713517265313	0.988219596551906	0.976470588235294	0.976470588235294	0.976470588235294	2	0	0	1.0
